fid,team,season,league,conference,division,playoff_app,wild_card,div_title,conf_title,league_title,sb_title,title_notes,w,l,t,points,yards,plays,fd,to,pen,penyds,fdpen,patt,pcmp,pyds,ptd,pint,fdp,ratt,rnet,rtd,fdr,int,iyds,itd,pr,pryds,prtd,kr,kryds,krtd,patm,pata,fgm,fga,pt,ptyds,opp_points,opp_yards,opp_plays,opp_fd,opp_to,opp_pen,opp_penyds,opp_fdpen,opp_patt,opp_pcmp,opp_pyds,opp_ptd,opp_pint,opp_fdp,opp_ratt,opp_rnet,opp_rtd,opp_fdr,opp_pr,opp_pryds,opp_prtd,opp_kr,opp_kryds,opp_krtd,opp_patm,opp_pata,opp_fgm,opp_fga,opp_pt,opp_ptyds
18,Minnesota Vikings,1984,NFL,NFC,Central,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,13,0,276,4716,1041,289,41,90,762,28,533,281,2872,18,25,150,444,1844,10,111,11,120,1,31,217,0,86,1775,0,30,31,20,23,82,3473,484,6352,1062,342,29,113,1047,16,490,319,3779,35,11,182,547,2573,20,144,49,435,0,59,1281,0,58,59,24,28,68,2774
19,New England Patriots,1984,NFL,AFC,East,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,9,7,0,362,5263,1048,315,29,86,674,25,500,292,3231,26,14,186,482,2032,15,104,17,210,0,48,430,0,63,1246,0,42,42,22,28,92,3904,352,5100,1066,311,25,87,773,20,513,283,3214,25,17,182,498,1886,11,109,45,442,1,73,1373,0,37,42,21,31,83,3345
20,New Orleans Saints,1984,NFL,NFC,West,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,9,0,298,5008,1044,298,41,101,849,30,476,246,2837,21,28,137,523,2171,9,131,13,213,3,33,268,0,72,1465,0,34,34,20,27,69,3020,361,4914,1026,298,23,119,1025,22,422,239,2453,23,13,142,549,2461,13,134,47,550,1,45,916,0,41,41,24,33,84,3494
21,New York Giants,1984,NFL,NFC,East,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,9,7,0,299,5292,1083,310,27,79,703,15,535,288,3632,22,18,198,493,1660,12,97,19,182,0,55,368,0,61,1117,0,32,35,17,33,90,3598,301,5193,1051,296,35,93,699,15,529,288,3375,20,19,174,474,1818,10,107,50,479,2,55,1088,0,34,35,17,26,92,3680
22,New York Jets,1984,NFL,AFC,East,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,9,0,332,5148,1044,310,34,96,779,16,488,272,2959,20,21,176,504,2189,17,118,15,152,0,35,324,0,65,1498,1,39,40,17,24,74,2935,364,5566,1052,341,33,87,723,26,511,312,3502,24,15,198,497,2064,16,117,37,242,0,48,1030,0,40,41,26,37,67,2854
23,Los Angeles Raiders,1984,NFL,AFC,West,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,11,5,0,368,5244,1061,301,48,143,1209,25,491,266,3358,21,28,162,516,1886,19,114,20,339,2,67,667,1,56,1216,0,40,42,20,27,91,3809,278,4644,1089,297,34,121,1061,43,508,254,2752,19,20,147,517,1892,12,107,34,345,0,61,1063,0,29,33,17,21,117,5066
24,Philadelphia Eagles,1984,NFL,NFC,East,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,9,1,278,4698,1047,280,33,77,632,21,606,331,3360,19,17,176,381,1338,6,83,20,287,0,40,250,0,59,1156,1,26,27,30,37,92,3880,320,5239,1108,307,31,96,904,13,492,262,3050,22,20,171,556,2189,12,123,58,486,0,69,1298,0,36,36,22,35,89,3498
25,Pittsburgh Steelers,1984,NFL,AFC,Central,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,9,7,0,387,5420,1052,302,40,112,948,18,443,240,3241,25,25,167,574,2179,13,117,31,433,4,61,696,1,54,1026,0,45,45,24,32,70,2883,310,4916,1016,282,42,107,945,28,515,299,3299,19,31,167,454,1617,12,87,37,351,1,61,1338,1,34,35,22,28,90,3816
26,San Diego Chargers,1984,NFL,AFC,West,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,9,0,394,6297,1154,374,38,112,1023,28,662,401,4643,25,21,240,456,1654,18,106,19,499,4,33,212,1,63,1319,0,46,47,20,29,66,2773,413,5936,1021,322,36,108,905,24,531,323,4085,27,19,189,457,1851,23,109,43,399,0,72,1437,0,50,51,19,25,73,2891
27,San Francisco 49ers,1984,NFL,NFC,West,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,15,1,0,475,6366,1057,356,22,100,884,14,496,312,3901,32,10,204,534,2465,21,138,25,345,2,45,521,1,47,1039,0,56,56,25,35,61,2536,227,5176,1029,302,38,91,723,28,546,298,3381,14,25,173,432,1795,10,101,30,190,0,78,1499,0,24,24,19,25,80,3240
28,Seattle Seahawks,1984,NFL,AFC,West,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,12,4,0,418,5068,1034,287,39,128,1179,22,497,283,3423,32,26,171,495,1645,10,94,38,697,7,44,484,1,54,1007,0,50,51,20,24,95,3567,282,4963,1051,288,63,114,883,29,521,265,3174,18,38,160,475,1789,11,99,32,205,1,67,1116,0,34,34,14,22,83,3345
29,Los Angeles Rams,1984,NFL,NFC,West,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,10,6,0,346,5006,931,258,35,93,830,18,358,176,2142,16,17,100,541,2864,16,140,17,399,3,40,489,2,58,1244,1,37,38,25,33,74,2866,316,5266,1058,309,39,115,871,22,566,346,3666,18,17,179,449,1600,15,108,35,196,0,74,1288,0,32,36,22,31,71,2946
30,Tampa Bay Buccaneers,1984,NFL,NFC,Central,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,10,0,335,5321,1091,344,43,118,875,21,563,334,3545,22,23,209,483,1776,17,114,18,308,1,34,207,0,68,1354,0,38,40,19,26,68,2849,380,5474,1033,311,32,136,1078,15,490,286,3241,20,18,157,511,2233,27,139,36,310,0,67,1336,0,44,46,18,27,68,2788
31,Houston Oilers,1984,NFL,AFC,Central,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,13,0,240,4884,969,284,31,99,813,25,487,282,3228,14,15,164,433,1656,13,95,13,139,0,26,152,0,69,1352,0,27,27,15,19,88,3482,437,5968,1075,345,24,105,876,19,447,271,3179,23,13,168,596,2789,27,158,60,618,0,51,986,0,51,53,22,30,64,2701
32,Washington Redskins,1984,NFL,NFC,East,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,11,5,0,426,5350,1121,339,28,80,723,21,485,286,3076,24,13,164,588,2274,20,154,21,391,4,55,474,0,60,1174,0,48,51,24,31,72,2834,310,5361,1031,307,43,84,803,22,575,318,3772,25,21,194,390,1589,13,91,38,187,0,73,1404,1,37,39,13,20,78,3112
1,St. Louis Cardinals,1985,NFL,NFC,East,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,11,0,278,5086,1016,301,34,101,816,22,534,296,3112,19,18,171,417,1974,14,108,13,240,1,40,393,0,78,1421,0,33,34,13,28,85,3545,414,5381,1045,314,27,88,742,30,461,253,3003,34,13,169,552,2378,11,115,51,456,0,56,1150,0,46,47,28,38,75,3068
2,Atlanta Falcons,1985,NFL,NFC,West,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4,12,0,282,4960,1091,296,30,126,1149,15,462,254,2494,13,20,132,560,2466,14,149,22,247,1,31,223,0,72,1406,1,30,30,24,31,89,3757,452,5850,1014,329,34,97,738,36,535,289,3798,32,22,181,437,2052,24,112,52,417,0,62,1135,0,55,56,17,23,69,2898
4,Buffalo Bills,1985,NFL,AFC,East,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2,14,0,200,4595,971,256,52,132,965,19,517,263,2984,9,31,151,412,1611,13,86,20,225,0,38,293,0,68,1334,0,23,23,13,17,92,3818,381,5540,1071,320,35,107,870,19,477,265,3078,24,20,159,569,2462,20,142,49,437,1,41,798,0,45,50,12,15,81,3280
6,Chicago Bears,1985,NFL,NFC,Central,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,15,1,0,456,5837,1085,343,31,104,912,22,432,237,3076,17,16,145,610,2761,27,176,34,512,4,54,503,0,43,1089,2,51,51,31,37,68,2870,198,4135,945,236,54,118,944,21,522,249,2816,16,34,141,359,1319,6,74,23,203,0,78,1827,0,22,23,12,19,90,3636
7,Cincinnati Bengals,1985,NFL,AFC,Central,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,9,0,441,5900,1062,344,29,110,795,28,518,302,3717,31,13,191,503,2183,20,125,19,283,2,32,268,0,67,1385,0,49,51,24,33,62,2563,437,5663,1019,337,38,84,731,25,518,297,3664,26,19,194,461,1999,23,118,42,554,1,81,1734,0,51,51,26,34,60,2478
8,Cleveland Browns,1985,NFL,AFC,Central,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,8,8,0,287,4921,983,271,36,99,753,24,414,222,2636,17,13,128,533,2285,16,119,18,254,1,47,371,1,53,1217,0,35,35,14,18,81,3261,294,4958,1050,297,27,102,773,19,509,289,3107,18,18,172,497,1851,14,106,36,304,0,51,884,0,33,34,19,29,91,3840
9,Dallas Cowboys,1985,NFL,NFC,East,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,10,6,0,357,5602,1093,336,41,100,759,33,587,344,3861,27,25,208,462,1741,11,95,33,263,4,40,237,0,62,1210,0,42,43,19,28,82,3439,333,5608,1076,312,48,108,990,21,549,279,3755,20,33,193,465,1853,18,98,44,289,0,68,1310,0,37,40,18,27,78,3221
10,Denver Broncos,1985,NFL,AFC,West,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,11,5,0,380,5496,1152,339,31,85,677,34,617,329,3645,23,23,192,497,1851,20,113,24,290,1,46,429,0,52,1203,0,41,44,23,38,92,3764,329,5179,1069,290,36,91,953,19,547,277,3206,22,24,168,475,1973,10,103,38,325,0,64,1346,1,35,36,26,33,94,3863
11,Detroit Lions,1985,NFL,NFC,Central,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,9,0,307,4476,967,259,41,104,741,20,462,254,2938,19,21,150,452,1538,13,89,18,136,0,38,403,1,68,1494,0,31,33,26,31,73,3054,366,5591,1083,359,36,105,729,24,478,283,2906,16,18,156,560,2685,19,179,44,420,0,60,1313,1,40,40,28,36,64,2573
12,Green Bay Packers,1985,NFL,NFC,Central,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,8,8,0,337,5371,1033,318,45,101,798,32,513,267,3163,21,27,172,470,2208,16,114,15,262,2,38,370,0,67,1318,0,38,40,19,26,82,3262,355,5173,1051,310,40,102,797,21,509,295,3126,22,15,178,494,2047,17,111,46,364,0,71,1570,2,41,43,16,31,77,3288
14,Indianapolis Colts,1985,NFL,AFC,East,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,11,0,320,5006,988,282,34,87,678,21,468,235,2567,15,20,130,485,2439,22,131,16,75,0,42,449,1,67,1403,0,36,39,16,26,78,3584,386,5599,1079,330,33,90,699,14,504,275,3454,24,16,192,539,2145,20,124,43,572,1,59,1189,0,41,45,25,31,72,2981
16,Kansas City Chiefs,1985,NFL,AFC,West,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,10,0,317,4877,982,258,34,87,666,21,511,267,3391,23,23,158,428,1486,10,79,27,298,1,43,381,0,59,1117,0,35,35,24,27,93,3827,360,5658,1126,336,41,89,777,23,576,332,3489,22,27,184,513,2169,18,129,48,530,1,69,1626,0,39,41,25,30,75,3090
17,Miami Dolphins,1985,NFL,AFC,East,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,12,4,0,428,5843,1039,361,41,77,637,27,576,343,4114,31,21,218,444,1729,19,116,23,265,1,39,319,0,52,1177,0,50,52,22,27,59,2576,320,5767,1034,314,41,112,854,19,487,257,3511,21,23,160,509,2256,15,135,27,371,1,63,1370,0,35,38,19,28,73,2971
18,Minnesota Vikings,1985,NFL,NFC,Central,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,9,0,346,5151,1027,317,47,88,690,33,576,311,3635,22,29,189,406,1516,19,95,22,283,1,25,250,0,68,1576,0,41,43,15,26,67,2867,359,5464,1065,324,44,123,1000,22,490,280,3241,20,22,163,542,2223,16,139,36,328,0,68,1491,0,38,39,29,37,65,2691
19,New England Patriots,1985,NFL,AFC,East,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,,11,5,0,362,5499,1061,294,42,114,842,15,457,255,3168,20,22,153,565,2331,15,126,23,427,1,42,530,2,57,1119,0,40,41,24,30,92,3953,290,4714,1042,284,47,83,699,24,525,262,3059,14,23,168,466,1655,15,92,56,598,0,76,1434,0,30,32,22,25,97,3928
20,New Orleans Saints,1985,NFL,NFC,West,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,11,0,294,4479,997,250,36,96,805,19,508,260,2796,20,23,148,431,1683,4,83,21,312,2,30,215,0,71,1547,0,27,29,31,35,89,3763,401,5815,1083,335,37,108,837,22,529,306,3653,26,21,188,508,2162,19,125,45,397,0,43,968,1,48,48,21,28,81,3418
21,New York Giants,1985,NFL,NFC,East,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,10,6,0,399,5884,1130,356,38,80,781,26,497,275,3433,22,20,192,581,2451,24,138,24,339,2,53,442,0,50,866,0,45,47,22,33,81,3472,283,4320,1022,258,37,106,821,18,535,278,2838,20,24,163,419,1482,9,77,29,247,0,79,1697,0,31,33,18,21,107,4366
22,New York Jets,1985,NFL,AFC,East,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,11,5,0,393,5896,1123,344,29,119,907,22,497,303,3584,25,8,201,564,2312,18,121,22,127,1,39,386,0,53,1043,0,43,45,26,34,74,2978,264,4772,989,276,42,113,868,37,507,267,3256,17,22,154,433,1516,10,85,36,319,1,58,1135,0,30,30,18,25,88,3678
23,Los Angeles Raiders,1985,NFL,AFC,West,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,12,4,0,354,5408,1081,304,38,116,962,26,506,269,3146,20,24,167,532,2262,18,111,17,235,3,71,785,0,54,1132,0,40,42,20,32,89,3627,308,4603,1037,273,30,109,856,34,511,251,2998,22,17,166,461,1605,7,73,26,159,0,59,1165,0,32,33,24,35,104,4358
24,Philadelphia Eagles,1985,NFL,NFC,East,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,9,0,286,5216,1050,292,40,98,736,22,567,290,3586,19,28,188,428,1630,8,82,18,125,2,45,393,0,56,1160,0,29,29,25,30,91,3777,310,5135,1057,307,32,99,834,25,478,251,2930,18,18,160,526,2205,17,122,41,462,1,65,1293,0,37,38,13,29,92,3919
25,Pittsburgh Steelers,1985,NFL,AFC,Central,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,9,0,379,5350,1086,315,36,85,665,25,512,254,3173,23,27,165,541,2177,14,125,20,211,1,49,483,2,65,1337,0,40,40,33,42,78,3088,355,4659,990,273,34,89,679,24,484,287,2783,18,20,144,470,1876,19,105,43,380,0,65,1566,0,40,43,19,25,86,3517
26,San Diego Chargers,1985,NFL,AFC,West,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,8,8,0,467,6535,1111,380,49,100,937,29,632,386,4870,37,30,259,440,1665,20,92,26,461,2,25,213,0,71,1494,1,53,57,18,28,68,2881,435,6265,1105,364,42,86,703,24,595,357,4293,28,26,218,470,1972,25,122,36,274,0,68,1363,0,51,54,18,30,70,2716
27,San Francisco 49ers,1985,NFL,NFC,West,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,10,6,0,411,5920,1069,340,34,105,868,24,550,331,3688,28,14,179,477,2232,20,137,18,310,1,38,258,0,58,1269,1,52,53,13,21,86,3422,263,5191,1116,293,35,106,778,21,621,346,3508,11,18,183,435,1683,10,89,33,294,1,72,1485,1,24,26,27,35,92,3643
28,Seattle Seahawks,1985,NFL,AFC,West,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,8,8,0,349,5007,1090,299,41,102,827,24,575,304,3363,28,23,179,462,1644,9,96,24,272,3,53,483,0,58,1166,0,41,42,14,25,91,3667,303,5160,1030,290,44,106,840,21,496,273,3323,22,24,179,473,1837,12,90,47,374,0,47,918,0,31,35,20,28,97,4084
29,Los Angeles Rams,1985,NFL,NFC,West,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,11,5,0,340,4520,963,258,35,97,730,12,403,234,2463,16,14,131,503,2057,15,115,29,359,4,38,501,1,56,1394,3,38,39,22,29,87,3761,277,4648,1048,281,46,72,529,22,548,296,3062,19,29,155,444,1586,9,104,43,297,0,66,1253,0,28,30,23,29,89,3738
30,Tampa Bay Buccaneers,1985,NFL,NFC,Central,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2,14,0,294,4766,982,291,48,103,751,34,508,269,3122,22,26,162,434,1644,11,95,18,146,0,25,229,0,80,1622,0,30,32,22,32,77,3233,448,6108,1087,351,40,114,945,20,505,318,3678,18,18,185,547,2430,28,146,47,519,0,51,1187,0,50,50,32,43,59,2620
31,Houston Oilers,1985,NFL,AFC,Central,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,11,0,284,4652,998,270,37,127,1150,25,512,277,3082,18,22,149,428,1570,13,96,15,144,0,30,250,0,67,1515,0,29,31,21,27,84,3490,412,6155,1091,356,35,121,908,48,462,260,3341,29,15,158,588,2814,21,150,45,345,0,39,970,0,49,51,19,34,68,2679
32,Washington Redskins,1985,NFL,NFC,East,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,10,6,0,297,5338,1135,319,40,74,596,15,512,280,2815,13,21,157,571,2523,20,147,23,220,0,47,508,0,60,1349,0,31,33,22,35,73,2973,312,4480,941,244,34,89,699,16,465,239,2746,19,23,134,424,1734,11,94,32,285,0,53,1186,2,34,35,22,28,85,3723
1,St. Louis Cardinals,1986,NFL,NFC,East,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4,11,1,218,4503,994,273,29,116,932,22,516,293,2716,17,19,149,419,1787,8,102,10,121,0,45,528,2,70,1548,0,23,26,11,24,91,3411,351,4864,1037,304,22,86,682,30,436,215,2637,21,10,149,560,2227,17,125,44,296,0,50,886,0,37,40,24,32,83,3511
2,Atlanta Falcons,1986,NFL,NFC,West,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,8,1,280,5106,1086,305,33,99,763,19,452,246,2582,14,17,137,578,2524,12,149,22,294,2,44,292,0,54,1035,0,29,30,23,36,78,3421,280,4908,964,268,36,106,834,18,453,241,2992,19,22,139,485,1916,10,111,47,477,3,59,1190,0,31,34,15,26,83,3436
4,Buffalo Bills,1986,NFL,AFC,East,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4,12,0,287,5017,963,291,39,121,878,38,499,294,3363,22,19,152,419,1654,9,101,10,89,0,32,247,1,55,1074,0,32,34,17,27,75,3031,348,5523,1071,334,18,128,1098,30,570,343,3802,21,10,204,465,1721,18,100,32,260,0,56,1157,0,38,40,22,33,83,3162
6,Chicago Bears,1986,NFL,NFC,Central,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,14,2,0,352,5459,1045,305,47,98,765,21,415,208,2759,12,25,118,606,2700,21,166,31,370,1,57,482,0,50,1115,2,36,37,28,41,69,2850,187,4130,1002,241,47,111,866,23,513,243,2667,12,31,151,427,1463,4,67,23,110,0,64,1376,0,19,20,16,22,100,4090
7,Cincinnati Bengals,1986,NFL,AFC,Central,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,10,6,0,409,6490,1046,348,36,111,847,31,497,287,3957,25,20,183,521,2533,24,134,17,146,1,29,235,0,63,1389,0,50,51,17,32,57,1996,394,5274,1051,336,28,93,840,31,495,278,3152,17,17,171,514,2122,23,134,19,182,0,80,1611,1,44,47,22,30,77,3065
8,Cleveland Browns,1986,NFL,AFC,Central,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,12,4,0,391,5394,1047,302,24,101,807,25,538,315,3744,18,11,175,470,1650,20,102,18,184,0,41,350,1,62,1213,1,43,44,26,33,83,3423,310,5269,1047,302,37,101,754,18,518,291,3288,21,18,171,494,1981,12,113,44,268,0,78,1476,1,34,36,20,29,80,3032
9,Dallas Cowboys,1986,NFL,NFC,East,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,9,0,346,5474,1054,325,41,112,936,28,547,319,3505,21,24,199,447,1969,21,98,17,183,1,46,252,0,59,1208,0,43,43,15,21,86,3498,337,4985,1017,286,35,91,822,20,464,226,2785,21,17,148,500,2200,17,118,41,301,0,66,1358,0,39,41,16,30,87,3619
10,Denver Broncos,1986,NFL,AFC,West,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,,11,5,0,378,5216,1042,319,29,104,910,41,549,306,3538,22,16,184,455,1678,17,94,18,318,2,48,552,2,53,1094,0,44,45,20,28,85,3376,327,4947,1026,291,35,127,1034,21,545,301,3296,21,18,177,432,1651,13,93,40,362,0,65,1299,0,35,36,24,32,86,3689
11,Detroit Lions,1986,NFL,NFC,Central,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,11,0,277,4555,1009,287,37,84,658,31,500,286,2784,18,20,156,470,1771,13,100,22,190,0,43,420,1,67,1321,0,31,32,18,25,83,3389,326,5149,1028,298,41,99,781,16,468,279,2800,14,22,148,519,2349,15,134,39,517,2,56,1096,0,36,36,24,35,68,2836
12,Green Bay Packers,1986,NFL,NFC,Central,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4,12,0,254,5061,1026,286,45,128,949,18,565,305,3447,18,27,172,424,1614,8,96,20,147,1,33,316,1,76,1470,0,29,29,17,27,70,2825,418,5015,1041,313,32,79,657,27,448,267,2920,31,20,151,565,2095,16,135,44,287,0,62,1181,0,48,52,18,25,70,2772
14,Indianapolis Colts,1986,NFL,AFC,East,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,13,0,229,4700,1046,278,44,99,880,28,586,300,3209,16,24,173,407,1491,10,77,16,166,0,35,250,0,74,1443,0,26,27,13,25,81,3622,400,5701,1051,334,35,100,728,26,510,306,3739,28,16,185,517,1962,14,123,52,533,1,43,827,0,46,47,24,35,67,2727
16,Kansas City Chiefs,1986,NFL,AFC,West,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,10,6,0,358,4218,1003,264,35,97,829,29,521,257,2750,23,18,152,432,1468,10,83,31,567,4,35,265,0,56,1117,1,43,43,19,26,99,4033,326,4934,1098,310,49,114,965,26,569,303,3195,21,31,173,485,1739,13,111,52,572,1,71,1278,0,36,38,20,31,83,3071
17,Miami Dolphins,1986,NFL,AFC,East,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,8,8,0,430,6324,1011,351,37,72,609,17,645,392,4779,46,23,250,349,1545,9,84,13,152,0,40,297,1,65,1185,0,52,55,14,22,56,2476,405,6050,1058,337,27,82,596,16,485,290,3557,22,13,177,540,2493,23,144,23,200,0,53,997,0,45,46,26,31,64,2650
18,Minnesota Vikings,1986,NFL,NFC,Central,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,9,7,0,398,5651,1024,321,29,96,890,21,519,290,3913,31,15,186,461,1738,14,114,24,319,2,31,215,0,56,1200,0,44,47,22,28,72,2922,273,5012,1013,286,42,99,806,25,494,276,3216,16,24,155,481,1796,10,106,40,356,0,79,1532,0,24,27,27,33,75,3022
19,New England Patriots,1986,NFL,AFC,East,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,11,5,0,412,5327,1073,314,24,87,672,35,557,340,3954,29,13,202,469,1373,10,77,21,312,1,42,396,1,58,1147,0,44,45,32,41,89,3746,307,5181,1031,286,40,106,866,15,473,255,2978,15,21,153,510,2203,19,118,60,565,0,81,1480,0,34,35,21,28,90,3582
20,New Orleans Saints,1986,NFL,NFC,West,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,9,0,288,4742,957,275,43,109,855,29,425,232,2668,13,25,137,505,2074,15,109,26,235,1,47,377,0,55,1332,1,30,30,26,30,81,3456,287,5102,1109,331,43,104,791,30,576,331,3543,21,26,197,486,1559,11,104,37,234,0,35,662,0,32,34,17,27,78,3315
21,New York Giants,1986,NFL,NFC,East,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,14,2,0,371,5378,1076,324,32,96,738,26,472,260,3133,22,22,171,558,2245,18,127,24,296,1,41,287,0,50,868,0,41,41,26,37,79,3539,236,4757,996,284,43,119,988,29,587,334,3473,15,24,177,350,1284,10,78,41,386,0,70,1362,0,26,26,18,25,89,3498
22,New York Jets,1986,NFL,AFC,East,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,10,6,0,364,5375,1072,319,37,131,981,24,537,334,3646,27,21,191,490,1729,16,104,20,164,0,39,341,0,63,1189,2,44,44,16,19,85,3353,386,6050,1081,349,38,102,795,41,603,348,4389,35,20,216,450,1661,12,92,36,165,0,62,1307,0,48,48,16,27,75,2978
23,Los Angeles Raiders,1986,NFL,AFC,West,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,8,8,0,323,5299,1069,302,49,114,951,19,530,281,3509,27,25,186,475,1790,6,97,26,275,1,56,484,1,64,1252,0,36,36,21,28,90,3620,346,4804,1003,283,38,118,868,30,501,271,3076,21,26,168,439,1728,19,85,42,357,1,63,1064,0,40,42,16,21,97,4084
24,Philadelphia Eagles,1986,NFL,NFC,East,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,10,1,256,4542,1117,287,27,102,901,24,514,268,2540,19,17,150,499,2002,8,113,23,124,0,44,374,1,53,945,0,26,27,20,31,110,4547,312,5224,1043,278,36,115,884,25,532,260,3235,21,23,156,458,1989,14,97,63,634,2,62,1261,0,37,39,13,26,97,3754
25,Pittsburgh Steelers,1986,NFL,AFC,Central,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,10,0,307,4811,1075,292,36,104,853,27,491,238,2588,16,20,140,564,2223,18,125,20,218,1,36,310,0,66,1304,0,32,32,21,32,86,3447,336,5252,1050,303,33,109,904,30,536,311,3380,22,20,176,471,1872,10,97,34,364,0,56,1362,3,36,38,22,39,82,3198
26,San Diego Chargers,1986,NFL,AFC,West,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4,12,0,335,5356,1107,334,49,119,977,24,604,339,3780,21,33,212,471,1576,19,98,15,274,1,37,334,0,65,1137,0,39,41,16,25,77,3193,396,5366,1046,308,37,108,918,22,509,288,3688,27,15,182,475,1678,14,104,43,370,1,60,1088,0,45,46,23,31,81,3305
27,San Francisco 49ers,1986,NFL,NFC,West,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,10,5,1,374,6082,1118,346,29,95,691,19,582,353,4096,21,20,213,510,1986,16,114,39,578,5,43,397,1,42,757,0,41,42,25,35,83,3450,247,4880,1061,285,49,89,653,19,604,324,3325,18,39,169,406,1555,8,97,49,373,0,71,1598,1,28,29,15,25,91,3767
28,Seattle Seahawks,1986,NFL,AFC,West,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,10,6,0,366,5409,1005,291,27,98,813,10,453,268,3109,24,14,158,513,2300,15,123,22,216,1,39,457,1,64,1322,0,42,42,22,35,79,3048,293,5341,1053,310,36,81,652,25,535,301,3582,20,22,192,471,1759,12,93,38,298,0,59,1002,0,32,34,19,28,81,3272
29,Los Angeles Rams,1986,NFL,NFC,West,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,10,6,0,309,4653,1008,269,37,84,603,25,403,194,2196,15,15,105,578,2457,16,139,28,458,3,42,361,0,59,1160,0,34,35,17,24,97,3740,267,4871,1038,272,43,92,804,10,539,313,3190,17,28,169,460,1681,9,93,47,416,0,64,1282,0,27,27,24,31,96,3974
