fid,season,playerid,g,patt,pcmp,pyds,ptd,pint
21,1960,CONECHA001,12,134,66,954,8,7
21,1960,GROSLEE002,4,25,11,144,1,1
21,1960,GIFFFRA001,8,6,3,24,0,1
21,1960,MORRJOE002,12,1,0,0,0,1
21,1960,SUMMPAT001,12,1,0,0,0,0
21,1959,CONECHA001,10,194,113,1706,14,4
21,1959,HEINDON001,8,58,22,329,1,6
21,1959,SHAWGEO001,5,36,24,433,1,1
21,1959,GIFFFRA001,11,11,5,151,2,2
21,1959,MORRJOE002,12,2,1,14,0,0
21,1959,WEBSALE001,10,1,0,0,0,0
21,1958,CONECHA001,10,184,88,1199,10,9
21,1958,HEINDON001,7,68,26,369,4,2
21,1958,GIFFFRA001,10,10,3,109,1,1
21,1958,DUBLTOM001,1,3,1,14,0,0
21,1958,CHANDON001,12,1,1,27,0,0
21,1957,CONECHA001,12,232,128,1712,11,11
21,1957,HEINDON001,4,26,11,224,1,1
21,1957,GIFFFRA001,12,6,4,143,2,0
21,1957,CHANDON001,12,2,2,40,0,0
21,1957,CLATBOB001,1,2,2,39,1,0
21,1957,EPPSBOB001,12,1,0,0,0,0
21,1956,CONECHA001,12,174,90,1143,10,7
21,1956,HEINDON001,12,88,37,369,5,5
21,1956,CLATBOB001,2,7,4,54,0,1
21,1956,GIFFFRA001,12,5,2,35,2,1
21,1956,ROTEKYL001,12,1,0,0,0,0
21,1955,CONECHA001,12,202,98,1310,13,13
21,1955,HEINDON001,10,67,31,413,2,2
21,1955,CLATBOB001,3,16,6,46,0,0
21,1955,GIFFFRA001,11,6,2,96,2,0
21,1955,ROTEKYL001,12,1,0,0,0,0
21,1954,CONECHA001,10,210,103,1439,17,11
21,1954,CLATBOB001,10,101,50,781,6,7
21,1954,HEINDON001,2,9,4,56,0,2
21,1954,GIFFFRA001,9,8,4,155,3,1
21,1954,ROTEKYL001,11,6,2,36,1,1
21,1953,CONECHA001,12,303,143,1711,13,25
21,1953,MACKBIL001,3,15,6,53,1,3
21,1953,GALIARN001,3,13,4,129,1,5
21,1953,ROTEKYL001,9,8,2,45,0,1
21,1953,GIFFFRA001,12,6,3,47,1,0
21,1952,CONECHA001,11,169,82,1090,13,10
21,1952,BENNFRE002,6,58,25,320,0,5
21,1952,LANDTOM001,12,47,11,172,1,7
21,1952,ROTEKYL001,12,4,2,113,1,0
21,1952,GIFFFRA001,10,2,1,18,1,0
21,1951,CONECHA001,12,189,93,1277,10,22
21,1951,TIDWTRA001,6,21,8,155,1,4
21,1950,CONECHA001,11,132,56,1000,8,7
21,1950,TIDWTRA001,8,55,25,338,4,3
21,1949,CONECHA001,12,305,152,2138,17,20
21,1949,MALLRAY001,11,16,3,19,0,2
21,1949,ROBEGEN001,12,1,0,0,0,1
21,1948,CONECHA001,12,299,162,2175,22,13
21,1948,GOVEPAU001,9,56,27,280,1,1
21,1948,MINISKI001,12,3,0,0,0,2
21,1948,COATRAY001,9,2,1,26,1,0
21,1948,TUNNEML001,10,2,1,23,0,0
21,1948,SULAJOE001,12,1,0,0,0,0
21,1947,GOVEPAU001,8,197,85,1461,14,16
21,1947,NILEJER001,4,57,19,269,1,7
21,1947,REAGFRA001,10,25,12,191,1,2
21,1947,BLUMJIM001,10,8,4,48,0,1
21,1947,FAIRART001,3,5,3,30,1,0
21,1947,PASCBIL001,4,1,0,0,0,0
21,1946,FILCFRA001,11,169,87,1262,12,25
21,1946,NIXAEME001,4,19,10,156,2,0
21,1946,REAGFRA001,6,6,3,32,0,0
21,1945,HERBARN001,10,80,35,641,9,8
21,1945,PUGHMAR001,5,58,27,390,3,3
21,1945,HOVIJUN001,6,46,22,373,4,5
21,1945,SULAJOE001,8,13,7,126,0,0
21,1945,FILISTE001,10,2,0,0,0,0
21,1945,FRANGEO002,5,1,1,4,0,0
21,1945,PASCBIL001,4,1,0,0,0,0
21,1944,HERBARN001,10,86,36,651,6,8
21,1944,SULAJOE001,6,17,4,53,1,4
21,1944,SOARHAN001,3,10,4,113,2,1
21,1944,PASCBIL001,10,8,2,31,0,2
21,1944,BEEBKEI001,5,3,1,9,0,1
21,1944,LIVIHOW001,10,1,0,0,0,1
21,1943,LEEMTUF001,10,87,37,360,5,5
21,1943,NIXAEME001,10,53,24,396,3,3
21,1943,TROCBOB001,5,7,2,4,0,1
21,1943,CUFFWAR001,10,1,0,0,0,0
21,1943,HEINMEL001,10,1,0,0,0,0
21,1942,LEEMTUF001,8,69,35,555,7,4
21,1942,MAREAND001,11,29,11,176,1,5
21,1942,CANTLEO001,10,29,12,155,1,1
21,1942,SOARHAN001,11,10,3,34,0,1
21,1942,TROCBOB001,7,5,3,52,1,1
21,1942,HUTCBIL001,2,4,1,-3,0,2
21,1942,HAPEMER001,11,2,2,-12,0,0
21,1941,LEEMTUF001,11,66,31,475,4,5
21,1941,DANOEDA001,6,24,12,179,2,3
21,1941,PUGHMAR001,5,24,12,161,1,0
21,1941,EAKIKAY001,11,19,5,71,1,4
21,1941,MAREAND001,10,8,2,69,1,1
21,1941,REAGFRA001,5,6,1,16,0,0
21,1941,SOARHAN001,11,5,3,75,1,0
21,1941,ESHMLEN001,9,3,2,32,1,0
21,1941,FRANGEO002,11,1,0,0,0,0
21,1940,MILLEDD001,8,73,35,505,4,7
21,1940,EAKIKAY001,7,43,17,199,0,3
21,1940,LEEMTUF001,10,31,15,159,2,3
21,1940,BARNLEN001,10,23,9,150,3,2
21,1940,LANSGRE001,2,3,2,23,0,0
21,1940,NIELWAL001,9,1,0,0,0,0
21,1939,DANOEDA001,11,101,42,437,3,6
21,1939,BARNLEN001,11,27,8,141,3,1
21,1939,LEEMTUF001,10,26,12,198,0,2
21,1939,MILLEDD001,8,23,13,195,2,2
21,1938,DANOEDA001,11,129,70,848,7,8
21,1938,LEEMTUF001,10,42,19,249,3,6
21,1938,SOARHAN001,11,7,1,0,0,3
21,1938,BARNLEN001,10,6,1,45,0,1
21,1938,FALANEL001,9,1,0,0,0,0
21,1938,RICHKIN001,9,1,0,0,0,1
21,1937,DANOEDA001,11,134,66,814,8,5
21,1937,SOARHAN001,9,21,5,83,1,2
21,1937,LEEMTUF001,9,20,5,64,1,1
21,1937,KOBRMIC001,7,13,2,18,0,2
21,1937,SARATON001,4,10,3,31,0,0
21,1937,NEILJIM001,3,3,1,0,0,1
21,1937,MANTTIL001,10,1,1,14,0,0
21,1937,CORZRED001,11,1,0,0,0,0
21,1936,DANOEDA001,12,104,47,515,5,10
21,1936,LEEMTUF001,12,42,13,258,3,6
21,1936,SARATON001,11,27,6,87,2,1
21,1936,MANTTIL001,12,5,3,27,0,0
21,1936,DUNLBOB001,5,1,0,0,0,0
21,1935,DANOEDA001,12,113,57,794,10,9
21,1935,NEWMHAR002,8,29,9,132,0,7
21,1935,SARATON001,8,9,3,21,0,2
21,1935,STROKEN001,11,3,0,0,0,1
21,1934,NEWMHAR002,10,93,35,391,1,12
21,1934,DANOEDA001,8,32,15,230,2,3
21,1934,STROKEN001,13,15,8,92,0,1
21,1934,SMITWEE001,9,5,2,37,1,1
21,1934,MCBRJAC001,1,3,3,37,1,0
21,1934,RICHKIN001,13,1,1,9,0,0
21,1933,NEWMHAR002,14,136,53,973,11,17
21,1933,MCBRJAC001,11,24,11,138,2,2
21,1933,STROKEN001,14,11,8,194,2,0
21,1933,CLANSTU001,11,3,1,35,0,0
21,1933,MOLEBOA001,13,2,1,8,0,0
21,1933,BURNDAL001,14,1,0,0,0,0
21,1933,MORAHAP001,9,1,0,0,0,0
21,1932,MCBRJAC001,9,74,36,363,6,9
21,1932,HAGEJAC001,4,32,17,158,2,2
21,1932,MORAHAP001,11,20,12,91,0,0
21,1932,MOLEBOA001,10,15,7,106,1,1
21,1932,CAGLCHR001,10,7,3,68,0,1
21,1932,KELLSHI001,5,7,3,22,0,0
21,1932,FEATTIN001,9,5,1,15,0,1
21,1932,FLAHRAY001,12,4,3,33,0,0
22,2018,DARNSAM001,13,414,239,2865,17,15
22,2018,MCCOJOS001,4,110,60,539,1,4
22,2017,MCCOJOS001,13,397,267,2926,18,9
22,2017,PETTBRY001,4,112,55,544,1,3
22,2017,EDWALAC001,16,1,1,31,0,0
22,2016,FITZRYA001,14,403,228,2710,12,17
22,2016,PETTBRY001,6,133,75,809,3,7
22,2016,SMITGEN002,2,14,8,126,1,1
22,2015,FITZRYA001,16,562,335,3905,31,15
22,2015,SMITGEN002,1,42,27,265,2,1
22,2014,SMITGEN002,14,367,219,2525,13,13
22,2014,VICKMIC001,10,121,64,604,3,2
22,2014,SIMMMAT001,1,8,3,39,0,0
22,2014,QUIGRYA001,16,1,1,38,0,0
22,2014,KERLJER001,16,1,0,0,0,0
22,2013,SMITGEN002,16,443,247,3046,12,21
22,2013,SIMMMAT001,3,31,16,156,1,1
22,2013,CRIBJOS001,6,3,2,38,0,0
22,2013,POWEBIL001,16,1,1,30,0,0
22,2013,BUSHJOS001,16,1,0,0,0,0
22,2013,KERLJER001,12,1,0,0,0,0
22,2012,SANCMAR001,15,453,246,2883,13,18
22,2012,MCELGRE001,2,31,19,214,1,1
22,2012,TEBOTIM001,12,8,6,39,0,0
22,2012,KERLJER001,16,1,1,42,0,0
22,2011,SANCMAR001,16,543,308,3474,26,18
22,2011,BRUNMAR001,16,3,1,27,0,0
22,2011,KERLJER001,14,1,1,41,0,0
22,2011,TOMLLAD001,14,0,0,0,0,0
22,2010,SANCMAR001,16,507,278,3291,17,13
22,2010,BRUNMAR001,2,13,7,117,2,1
22,2010,SMITBRA002,16,3,2,6,1,0
22,2010,CLEMKEL001,1,2,1,6,0,0
22,2009,SANCMAR001,15,364,196,2444,12,20
22,2009,CLEMKEL001,10,26,13,125,0,0
22,2009,SMITBRA002,13,1,1,27,0,0
22,2009,EDWABRA002,12,1,0,0,0,0
22,2009,WEATSTE001,16,1,0,0,0,1
22,2008,FAVRBRE001,16,522,343,3472,22,22
22,2008,CLEMKEL001,2,5,3,26,0,1
22,2008,SMITBRA002,15,2,1,18,0,0
22,2007,PENNCHA001,9,260,179,1765,10,9
22,2007,CLEMKEL001,10,250,130,1529,5,10
22,2007,WASHLEO001,16,1,1,36,0,0
22,2007,SMITBRA002,16,1,0,0,0,0
22,2006,PENNCHA001,16,485,313,3352,17,16
22,2006,CLEMKEL001,2,1,0,0,0,0
22,2006,GRAHBEN001,16,1,0,0,0,0
22,2006,RAMSPAT001,1,1,0,0,0,0
22,2005,BOLLBRO001,11,266,150,1558,7,6
22,2005,TESTVIN001,6,106,60,777,1,6
22,2005,PENNCHA001,3,83,49,530,2,3
22,2005,FIEDJAY001,2,13,8,107,1,0
22,2005,KINGKLI001,1,2,1,17,0,0
22,2004,PENNCHA001,13,370,242,2673,16,9
22,2004,CARTQUI001,7,58,35,498,3,1
22,2004,BOLLBRO001,1,9,5,60,0,0
22,2004,JORDLAM001,16,1,0,0,0,1
22,2003,PENNCHA001,10,297,189,2139,13,12
22,2003,TESTVIN001,7,198,123,1385,7,2
22,2003,STRYDAN001,16,1,0,0,0,0
22,2002,PENNCHA001,15,399,275,3120,22,6
22,2002,TESTVIN001,5,83,54,499,3,3
22,2002,ANDERIC001,16,1,0,0,0,0
22,2002,CHREWAY001,15,1,0,0,0,0
22,2002,TURKMAT001,16,1,0,0,0,1
22,2002,MARTCUR001,16,0,0,0,0,0
22,2001,TESTVIN001,16,441,260,2752,15,14
22,2001,PENNCHA001,2,20,10,92,1,0
22,2001,MARTCUR001,16,1,1,18,1,0
22,2001,TUPATOM001,15,1,1,9,0,0
22,2001,JORDLAM001,16,1,0,0,0,0
22,2000,TESTVIN001,16,590,328,3732,21,25
22,2000,LUCARAY001,7,41,21,206,0,4
22,2000,PENNCHA001,1,5,2,67,1,0
22,2000,MARTCUR001,16,1,1,18,1,0
22,1999,LUCARAY001,9,272,161,1678,14,6
22,1999,MIRERIC001,8,176,95,1062,5,9
22,1999,TESTVIN001,1,15,10,96,1,1
22,1999,TUPATOM001,16,11,6,165,2,0
22,1999,JOHNKEY001,16,1,0,0,0,0
22,1999,SOWEJER001,16,1,0,0,0,0
22,1998,TESTVIN001,14,421,259,3256,29,7
22,1998,FOLEGLE001,5,108,58,749,4,6
22,1998,LUCARAY001,15,3,1,27,0,0
22,1998,JOHNLEO002,12,0,0,0,0,0
22,1997,ODONNEI001,15,460,259,2796,17,7
22,1997,FOLEGLE001,6,97,56,705,3,1
22,1997,LUCARAY001,5,4,3,28,0,1
22,1997,JOHNLEO002,16,2,0,0,0,1
22,1997,HANSBRI001,15,1,1,26,0,0
22,1996,REICFRA001,10,331,175,2205,15,16
22,1996,ODONNEI001,6,188,110,1147,4,7
22,1996,FOLEGLE001,5,110,54,559,3,7
22,1995,ESIABOO001,12,389,221,2275,16,15
22,1995,BRISBUB001,9,170,93,726,4,8
22,1995,FOLEGLE001,1,29,16,128,0,1
22,1995,ANDERIC001,10,1,0,0,0,0
22,1994,ESIABOO001,15,440,255,2782,17,13
22,1994,TRUDJAC001,5,91,50,496,1,4
22,1994,FOLEGLE001,1,8,5,45,0,1
22,1993,ESIABOO001,16,473,288,3421,16,11
22,1993,NAGLBRO001,3,14,6,71,0,0
22,1993,AGUILOU001,16,2,0,0,0,1
22,1992,NAGLBRO001,14,387,192,2280,7,17
22,1992,OBRIKEN001,10,98,55,642,5,6
22,1992,BLAKJEF001,3,9,4,40,0,1
22,1992,CARPROB002,16,1,0,0,0,0
22,1991,OBRIKEN001,16,489,287,3300,10,11
22,1991,TAYLTRO001,5,10,5,76,1,1
22,1991,NAGLBRO001,1,2,1,10,0,0
22,1991,TOONALA001,15,1,1,27,0,0
22,1991,THOMBLA001,16,1,1,16,1,0
22,1990,OBRIKEN001,16,411,226,2855,13,10
22,1990,EASOTON001,16,28,13,155,0,1
22,1990,TAYLTRO001,2,10,7,49,1,0
22,1990,TOONALA001,14,2,0,0,0,0
22,1989,OBRIKEN001,15,477,288,3346,12,18
22,1989,EASOTON001,2,36,22,255,1,2
22,1989,RYANPAT001,7,30,15,153,1,3
22,1989,MACKKYL001,4,25,11,125,0,1
22,1989,MALOMAR001,1,2,2,13,0,0
22,1988,OBRIKEN001,14,424,236,2567,15,7
22,1988,RYANPAT001,16,113,63,807,5,4
22,1988,HECTJOH001,16,1,0,0,0,0
22,1987,OBRIKEN001,12,393,234,2696,13,8
22,1987,NORRDAV001,2,68,35,376,1,4
22,1987,RYANPAT001,13,53,32,314,4,2
22,1987,BRIGWAL001,1,2,0,0,0,1
22,1987,JENNDAV001,12,1,1,16,0,0
22,1986,OBRIKEN001,15,482,300,3690,25,20
22,1986,RYANPAT001,16,55,34,342,2,1
22,1985,OBRIKEN001,16,488,297,3888,25,8
22,1985,RYANPAT001,16,9,6,95,0,0
22,1984,RYANPAT001,16,285,156,1939,14,14
22,1984,OBRIKEN001,10,203,116,1402,6,7
22,1983,TODDRIC001,16,518,308,3478,18,26
22,1983,RYANPAT001,16,40,21,259,2,2
22,1983,MCNEFRE001,9,1,1,5,1,0
22,1982,TODDRIC001,9,261,153,1961,14,8
22,1982,RYANPAT001,9,18,12,146,2,1
22,1981,TODDRIC001,16,497,279,3231,25,13
22,1981,RYANPAT001,15,10,4,48,1,1
22,1980,TODDRIC001,16,479,264,3329,17,30
22,1980,RAMSCHU001,16,2,1,6,0,0
22,1979,TODDRIC001,15,334,171,2660,16,22
22,1979,ROBIMAT001,15,31,17,191,0,2
22,1979,RYANPAT001,1,4,2,13,0,1
22,1978,ROBIMAT001,16,266,124,2002,13,16
22,1978,TODDRIC001,5,107,60,849,6,10
22,1978,RYANPAT001,2,14,9,106,0,2
22,1978,DIERSCO001,15,1,0,0,0,0
22,1977,TODDRIC001,12,265,133,1863,11,17
22,1977,ROBIMAT001,4,54,20,310,2,8
22,1977,DOMRMAR001,12,40,17,113,1,1
22,1977,HARPBRU001,14,1,0,0,0,0
22,1976,NAMAJOE001,11,230,114,1090,4,16
22,1976,TODDRIC001,13,162,65,870,3,12
22,1976,GRESBOB001,11,1,1,29,0,0
22,1975,NAMAJOE001,14,326,157,2286,15,28
22,1975,JONEJJA001,7,57,16,181,1,5
22,1975,GANTGRE001,14,1,1,1,0,0
22,1974,NAMAJOE001,14,361,191,2616,20,22
22,1974,WOODALA002,3,8,3,15,0,2
22,1973,WOODALA002,9,201,101,1228,9,8
22,1973,NAMAJOE001,6,133,68,966,5,6
22,1973,DEMOBIL001,6,39,12,159,2,8
22,1972,NAMAJOE001,13,324,162,2816,19,21
22,1972,DAVIBOB004,14,22,10,114,2,1
22,1972,MCCLCLI001,13,1,0,0,0,0
22,1971,DAVIBOB004,13,121,49,624,10,8
22,1971,WOODALA002,5,97,42,395,0,2
22,1971,NAMAJOE001,4,59,28,537,5,6
22,1971,ONEASTE001,14,1,0,0,0,0
22,1970,WOODALA002,10,188,96,1265,9,9
22,1970,NAMAJOE001,5,179,90,1259,5,12
22,1970,DAVIBOB004,1,17,6,66,0,0
22,1970,ONEASTE001,14,1,1,2,0,0
22,1970,BELLEDD002,14,1,0,0,0,1
22,1969,NAMAJOE001,14,361,185,2734,19,17
22,1969,PARIBAB001,14,24,14,138,2,1
22,1969,WOODALA002,4,9,4,67,0,2
22,1968,NAMAJOE001,14,380,187,3147,15,17
22,1968,PARIBAB001,14,55,29,401,5,2
22,1968,SNELMAT001,14,1,1,26,0,0
22,1967,NAMAJOE001,14,491,258,4007,26,28
22,1967,TALIMIK001,3,20,11,96,1,1
22,1967,TURNJIM003,14,4,2,25,0,0
22,1966,NAMAJOE001,14,471,232,3379,19,27
22,1966,TALIMIK001,14,41,19,177,2,2
22,1966,HUDSJIM001,14,1,0,0,0,0
22,1966,SNELMAT001,12,1,0,0,0,0
22,1965,NAMAJOE001,13,340,164,2220,18,15
22,1965,TALIMIK001,14,119,45,531,3,7
22,1964,WOODDIC001,13,358,169,2298,17,25
22,1964,TALIMIK001,14,73,23,341,2,5
22,1964,LISKPET001,2,18,9,55,0,2
22,1964,JOHNCUR001,14,1,0,0,0,0
22,1964,SNELMAT001,14,1,0,0,0,1
22,1963,WOODDIC001,12,352,160,2204,18,19
22,1963,HALLGAL001,13,118,45,611,3,9
22,1963,GREEJOH002,1,6,2,10,0,1
22,1963,CHLEEDA001,2,4,2,5,0,0
22,1962,GREEJOH002,11,258,128,1741,10,18
22,1962,GROSLEE002,8,126,57,855,8,8
22,1962,SONGBUT001,7,90,42,442,2,7
22,1962,STEPHAR001,6,22,15,123,0,0
22,1962,CHRIDIC001,14,6,0,0,0,0
22,1962,SCRABOB001,6,2,0,0,0,1
22,1962,LOOKDEA001,1,1,0,0,0,1
22,1961,DOROALA001,14,438,197,2651,19,30
22,1961,SCRABOB001,11,21,7,82,1,2
22,1961,CHRIDIC001,14,1,0,0,0,0
22,1960,DOROALA001,14,396,201,2748,26,26
22,1960,JAMIDIC001,11,70,35,586,6,2
22,1960,BOHLDEW001,14,5,0,0,0,0
22,1960,SCRABOB001,7,3,0,0,0,0
23,2018,CARRDER002,16,553,381,4049,19,10
23,2018,MCCAAJA001,2,3,1,8,0,0
23,2017,CARRDER002,15,515,323,3496,22,13
23,2017,MANUEJA001,2,43,24,265,1,1
23,2016,CARRDER002,15,560,357,3937,28,6
23,2016,COOKCON001,1,21,14,150,1,1
23,2016,MCGLMAT001,4,15,8,50,0,0
23,2015,CARRDER002,16,573,350,3987,32,13
23,2015,MCGLMAT001,2,32,23,142,2,1
23,2015,HELUROY001,9,1,0,0,0,0
23,2014,CARRDER002,16,599,348,3270,21,12
23,2014,MCGLMAT001,1,19,12,129,1,2
23,2014,SCHAMAT001,11,10,5,57,0,2
23,2014,MCFADAR001,16,1,0,0,0,0
23,2013,PRYOTER001,11,272,156,1798,7,11
23,2013,MCGLMAT001,7,211,118,1547,8,8
23,2013,FLYNMAT001,2,34,22,246,1,1
23,2013,REECMAR001,16,1,1,22,0,0
23,2013,MCFADAR001,10,1,1,16,1,0
23,2012,PALMCAR001,15,565,345,4018,22,14
23,2012,LEINMAT001,2,33,16,115,0,1
23,2012,PRYOTER001,3,30,14,155,2,1
23,2012,LECHSHA001,16,1,1,4,0,0
23,2011,PALMCAR001,10,328,199,2753,13,16
23,2011,CAMPJAS001,6,165,100,1170,6,4
23,2011,BOLLKYL001,2,28,15,161,0,3
23,2011,LECHSHA001,16,3,1,35,1,0
23,2010,CAMPJAS001,13,329,194,2387,13,8
23,2010,GRADBRU001,6,157,83,1059,5,7
23,2010,BOLLKYL001,5,4,2,25,0,1
23,2010,MCFADAR001,13,1,0,0,0,0
23,2009,RUSSJAM001,12,246,120,1287,3,11
23,2009,GRADBRU001,7,150,82,1007,6,3
23,2009,FRYECHA001,3,87,53,581,1,4
23,2009,BUSHMIC001,16,1,0,0,0,0
23,2009,LOSMJPA001,1,1,0,0,0,0
23,2008,RUSSJAM001,15,368,198,2423,13,8
23,2008,WALTAND001,2,49,22,204,0,3
23,2008,BUSHMIC001,15,2,1,8,0,0
23,2008,TUIAMAR001,2,2,1,4,0,0
23,2008,MCFADAR001,13,0,0,0,0,0
23,2007,MCCOJOS001,9,190,111,1151,10,11
23,2007,CULPDAU001,7,186,108,1331,5,5
23,2007,RUSSJAM001,4,66,36,373,2,4
23,2007,WALTAND001,1,8,5,38,0,0
23,2007,CURRRON001,16,1,0,0,0,0
23,2006,WALTAND001,12,276,147,1677,3,13
23,2006,BROOAAR001,8,192,110,1105,3,8
23,2006,TUIAMAR001,2,13,6,68,1,2
23,2006,CURRRON001,16,2,0,0,0,1
23,2005,COLLKER001,15,565,302,3759,20,12
23,2005,TUIAMAR001,1,26,14,124,1,2
23,2004,COLLKER001,14,513,289,3495,21,20
23,2004,GANNRIC001,3,68,41,524,3,2
23,2004,CURRRON001,12,1,0,0,0,0
23,2003,GANNRIC001,7,225,125,1274,6,4
23,2003,MIRERIC001,9,221,116,1267,3,5
23,2003,TUIAMAR001,4,45,25,324,0,3
23,2003,MARTTEE001,2,16,6,69,0,1
23,2003,JOHNROB001,2,13,6,54,0,1
23,2003,RICEJER001,16,1,0,0,0,0
23,2002,GANNRIC001,16,618,418,4689,26,10
23,2002,KIRBTER001,6,1,0,0,0,0
23,2001,GANNRIC001,16,549,361,3828,27,9
23,2001,TUIAMAR001,1,4,3,34,0,0
23,2000,GANNRIC001,16,473,284,3430,28,11
23,2000,HOYIBOB001,4,2,0,0,0,0
23,1999,GANNRIC001,16,515,304,3840,24,14
23,1999,HOYIBOB001,2,5,2,10,0,0
23,1998,HOLLDON001,12,260,135,1754,10,16
23,1998,GEORJEF002,8,169,93,1186,4,5
23,1998,WILSWAD001,5,88,52,568,7,4
23,1998,WILLHAR002,16,1,1,27,0,0
23,1998,ARAGLEO001,16,1,1,-1,0,0
23,1997,GEORJEF002,16,521,290,3917,29,9
23,1997,KLINDAV001,1,7,4,27,0,1
23,1997,KAUFNAP001,16,1,0,0,0,0
23,1996,HOSTJEF001,13,402,242,2548,23,14
23,1996,HOBEBIL001,8,104,57,667,4,5
23,1996,KLINDAV001,1,24,10,87,0,0
23,1996,WILLHAR002,13,2,1,18,1,0
23,1996,HOBBDAR001,16,1,1,7,0,0
23,1995,HOSTJEF001,11,286,172,1998,12,9
23,1995,EVANVIN001,9,175,100,1236,6,8
23,1995,HOBEBIL001,4,80,44,540,6,4
23,1995,WILLHAR002,16,1,1,13,1,0
23,1995,HOBBDAR001,16,1,0,0,0,0
23,1994,HOSTJEF001,16,455,263,3334,20,16
23,1994,EVANVIN001,9,33,18,222,2,0
23,1993,HOSTJEF001,15,419,236,3242,14,10
23,1993,EVANVIN001,8,76,45,640,3,4
23,1992,SCHRJAY001,13,253,123,1476,11,11
23,1992,MARITOD001,7,165,81,1102,5,9
23,1992,EVANVIN001,5,53,29,372,4,3
23,1991,SCHRJAY001,15,357,189,2562,15,16
23,1991,MARITOD001,1,40,23,243,3,0
23,1991,EVANVIN001,4,14,6,127,1,2
23,1991,ALLEMAR001,8,2,1,11,1,0
23,1991,GOSSJEF001,16,1,1,34,0,0
23,1990,SCHRJAY001,16,334,182,2849,19,9
23,1990,EVANVIN001,5,1,1,36,0,0
23,1990,ALLEMAR001,16,1,0,0,0,1
23,1989,BEUESTE001,10,217,108,1677,13,9
23,1989,SCHRJAY001,11,194,91,1550,8,13
23,1989,EVANVIN001,1,2,2,50,0,0
23,1989,GOSSJEF001,16,1,0,0,0,0
23,1988,SCHRJAY001,9,256,113,1839,13,13
23,1988,BEUESTE001,10,238,105,1643,8,7
23,1988,ALLEMAR001,15,2,1,21,0,0
23,1987,WILSMAR001,15,266,152,2070,12,8
23,1987,HILGRUS001,5,106,55,706,2,6
23,1987,EVANVIN001,3,83,39,630,5,4
23,1987,ALLEMAR001,12,2,1,23,0,0
23,1986,PLUNJIM001,10,252,133,1986,14,9
23,1986,WILSMAR001,16,240,129,1721,12,15
23,1986,HILGRUS001,2,38,19,266,1,1
23,1985,WILSMAR001,16,388,193,2608,16,21
23,1985,PLUNJIM001,3,103,71,803,3,3
23,1985,HILGRUS001,4,13,4,54,1,0
23,1985,ALLEMAR001,16,2,1,16,0,0
23,1984,WILSMAR001,16,282,153,2151,15,17
23,1984,PLUNJIM001,8,198,108,1473,6,10
23,1984,HUMMDAV001,3,7,4,56,0,1
23,1984,ALLEMAR001,16,4,1,38,0,0
23,1983,PLUNJIM001,14,379,230,2935,20,18
23,1983,WILSMAR001,10,117,67,864,8,6
23,1983,ALLEMAR001,16,7,4,111,3,0
23,1983,PRUIGRE001,16,1,0,0,0,0
23,1982,PLUNJIM001,9,261,152,2035,14,15
23,1982,ALLEMAR001,9,4,1,47,0,0
23,1982,WILSMAR001,8,2,1,4,0,0
23,1981,WILSMAR001,13,366,173,2311,14,19
23,1981,PLUNJIM001,9,179,94,1045,4,9
23,1981,GUYARAY001,16,0,0,0,0,0
23,1980,PLUNJIM001,13,320,165,2299,18,16
23,1980,PASTDAN001,5,130,66,932,5,8
23,1980,WILSMAR001,2,5,3,31,0,0
23,1980,GUYARAY001,16,1,1,32,0,0
23,1980,CHRITOD001,16,0,0,0,0,0
23,1979,STABKEN001,16,498,304,3615,26,22
23,1979,PLUNJIM001,4,15,7,89,1,1
23,1978,STABKEN001,16,406,237,2944,16,30
23,1978,HUMMDAV001,16,26,14,151,0,1
23,1978,CASPDAV001,16,1,0,0,0,0
23,1977,STABKEN001,13,294,169,2176,20,20
23,1977,RAEAMIK001,10,30,15,162,1,4
23,1976,STABKEN001,12,291,194,2737,27,17
23,1976,RAEAMIK001,7,65,35,417,6,1
23,1976,HUMMDAV001,14,5,3,41,0,0
23,1975,STABKEN001,14,293,171,2296,16,24
23,1975,HUMMDAV001,7,38,18,246,3,2
23,1975,LAWRLAR001,1,15,5,50,0,1
23,1975,BLANGEO001,14,3,1,11,0,1
23,1975,GUYARAY001,14,1,1,22,0,0
23,1974,STABKEN001,14,310,178,2469,26,12
23,1974,LAWRLAR001,7,11,4,29,0,1
23,1974,LAMODAR001,4,9,3,35,1,4
23,1974,BLANGEO001,14,4,1,28,1,0
23,1974,GUYARAY001,14,1,0,0,0,1
23,1973,STABKEN001,14,260,163,1997,14,10
23,1973,LAMODAR001,8,93,42,614,2,8
23,1972,LAMODAR001,14,281,149,1998,18,12
23,1972,STABKEN001,14,74,44,524,4,3
23,1972,BLANGEO001,14,15,5,77,1,0
23,1971,LAMODAR001,14,242,118,1717,16,16
23,1971,BLANGEO001,14,58,32,378,4,6
23,1971,STABKEN001,14,48,24,268,1,4
23,1970,LAMODAR001,14,356,179,2516,22,15
23,1970,BLANGEO001,14,55,29,461,6,5
23,1970,STABKEN001,3,7,2,52,0,1
23,1969,LAMODAR001,14,426,221,3302,34,25
23,1969,BLANGEO001,14,13,6,73,2,1
23,1968,LAMODAR001,13,416,206,3245,25,15
23,1968,BLANGEO001,14,49,30,522,6,2
