boxscoreid,season,Player,playerid,home,fid,kr,kryds,krtd,pr,pryds,prtd
201810211315,2018,DJ Chark,CHARDJA001,TRUE,15,1,5,0,,,
201810212003,2018,Alvin Kamara,KAMAALV001,FALSE,20,,,,1,12,0
201810212003,2018,Zach Line,LINEZAC001,FALSE,20,1,16,0,,,
201810212003,2018,Cyrus Jones,JONECYR001,TRUE,3,,,,1,8,0
201810212003,2018,Chris Moore,MOORCHR001,TRUE,3,3,50,0,,,
201810210932,2018,Cole Beasley,BEASCOL001,FALSE,9,,,,3,11,0
201810210932,2018,Deonte Thompson,THOMDEO001,FALSE,9,1,26,0,,,
201810210932,2018,Greg Stroman,STROGRE001,TRUE,32,,,,1,3,0
201810212927,2018,Jojo Natson,NATSJOJ001,FALSE,29,1,23,0,2,36,0
201810212927,2018,Blake Countess,COUNBLA001,FALSE,29,1,24,0,,,
201810212927,2018,Richie James,JAMERIC001,TRUE,27,1,21,0,1,6,0
201810210716,2018,Alex Erickson,ERICALE001,FALSE,7,3,65,0,,,
201810210716,2018,Tyreek Hill,HILLTYR001,TRUE,16,,,,3,21,0
201810210716,2018,Demarcus Robinson,ROBIDEM001,TRUE,16,,,,1,0,0
201810210716,2018,Tremon Smith,SMITTRE002,TRUE,16,1,23,0,,,
201810222102,2018,Quadree Henderson,HENDQUA001,FALSE,21,4,82,0,2,29,0
201810222102,2018,Marvin Hall,HALLMAR002,TRUE,2,1,22,0,,,
201810251713,2018,Jakeem Grant,GRANJAK001,FALSE,17,,,,2,29,0
201810251713,2018,Senorise Perry,PERRSEN001,FALSE,17,3,80,0,,,
201810251713,2018,Tyler Ervin,ERVITYL001,TRUE,13,,,,1,13,0
201810282415,2018,DeAndre Carter,CARTDEA001,FALSE,24,1,11,0,1,0,0
201810282415,2018,Corey Clement,CLEMCOR001,FALSE,24,1,17,0,,,
201810282415,2018,Rashad Greene,GREERAS001,TRUE,15,,,,1,8,0
201810282415,2018,Dede Westbrook,WESTDED001,TRUE,15,,,,1,23,0
201810282415,2018,DJ Chark,CHARDJA001,TRUE,15,1,29,0,,,
201810280305,2018,Cyrus Jones,JONECYR001,FALSE,3,,,,1,23,0
201810280305,2018,Chris Moore,MOORCHR001,FALSE,3,1,39,0,,,
201810280305,2018,Damiere Byrd,BYRDDAM001,TRUE,5,,,,2,21,0
201810280305,2018,Curtis Samuel,SAMUCUR001,TRUE,5,1,14,0,,,
201810282811,2018,Tyler Lockett,LOCKTYL001,FALSE,28,,,,1,10,0
201810282811,2018,Rashaad Penny,PENNRAS001,FALSE,28,1,17,0,,,
201810282811,2018,Brandon Powell,POWEBRA001,TRUE,11,,,,2,8,0
201810282811,2018,Ameer Abdullah,ABDUAME001,TRUE,11,3,77,0,,,
201810282206,2018,Andre Roberts,ROBEAND001,FALSE,22,,,,1,8,0
201810282206,2018,Tarik Cohen,COHETAR001,TRUE,6,,,,4,36,0
201810282206,2018,Benny Cunningham,CUNNBEN002,TRUE,6,1,19,0,,,
201810283007,2018,Adam Humphries,HUMPADA001,FALSE,30,,,,1,8,0
201810283007,2018,Alex Erickson,ERICALE001,TRUE,7,2,31,0,2,29,0
201810283221,2018,Kapri Bibbs,BIBBKAP001,FALSE,32,1,20,0,,,
201810283221,2018,Quadree Henderson,HENDQUA001,TRUE,21,1,30,0,4,18,0
201810281016,2018,Isaiah McKenzie,MCKEISA001,FALSE,10,,,,2,13,0
201810281016,2018,Adam Jones,JONEADA001,FALSE,10,3,69,0,,,
201810281016,2018,Tyreek Hill,HILLTYR001,TRUE,16,,,,3,15,0
201810281016,2018,Tremon Smith,SMITTRE002,TRUE,16,3,82,0,,,
201810281016,2018,Anthony Sherman,SHERANT001,TRUE,16,1,5,0,,,
201810280825,2018,Jabrill Peppers,PEPPJAB001,FALSE,8,1,19,0,2,26,0
201810280825,2018,Dontrell Hilliard,HILLDON002,FALSE,8,2,43,0,,,
201810280825,2018,Ryan Switzer,SWITRYA001,TRUE,25,2,23,0,3,46,0
201810281423,2018,Chester Rogers,ROGECHE001,FALSE,14,,,,1,10,0
201810281423,2018,Zach Pascal,PASCZAC001,FALSE,14,1,17,0,,,
201810281423,2018,Dwayne Harris,HARRDWA001,TRUE,23,1,28,0,1,-1,0
201810281229,2018,Tramon Williams,WILLTRA001,FALSE,12,,,,1,13,0
201810281229,2018,Ty Montgomery,MONTTYA001,FALSE,12,3,68,0,,,
201810281229,2018,Jojo Natson,NATSJOJ001,TRUE,29,1,9,0,2,2,0
201810281229,2018,Blake Countess,COUNBLA001,TRUE,29,3,55,0,,,
201810282701,2018,Richie James,JAMERIC001,FALSE,27,2,52,0,3,32,0
201810282701,2018,Dante Pettis,PETTDAN001,FALSE,27,,,,1,0,0
201810282018,2018,Alvin Kamara,KAMAALV001,FALSE,20,,,,1,15,0
201810282018,2018,Taysom Hill,HILLTAY001,FALSE,20,2,50,0,,,
201810282018,2018,Marcus Sherels,SHERMAR001,TRUE,18,1,17,0,1,4,0
201810282018,2018,Roc Thomas,THOMROC002,TRUE,18,1,20,0,,,
201810291904,2018,Cordarrelle Patterson,PATTCOR001,FALSE,19,1,21,0,,,
201810291904,2018,Micah Hyde,HYDEMIC001,TRUE,4,,,,2,33,0
201810291904,2018,Marcus Murphy,MURPMAR001,TRUE,4,3,63,0,,,
201811012327,2018,Dwayne Harris,HARRDWA001,FALSE,23,2,51,0,,,
201811012327,2018,Richie James,JAMERIC001,TRUE,27,,,,1,6,0
201811012327,2018,Dante Pettis,PETTDAN001,TRUE,27,,,,1,0,0
201811042503,2018,Ryan Switzer,SWITRYA001,FALSE,25,1,31,0,3,17,0
201811042503,2018,Cyrus Jones,JONECYR001,TRUE,3,,,,1,9,0
201811042503,2018,Eric Weddle,WEDDERI001,TRUE,3,,,,1,18,0
201811042503,2018,Chris Moore,MOORCHR001,TRUE,3,1,31,0,,,
201811043005,2018,Adam Humphries,HUMPADA001,FALSE,30,,,,2,15,0
201811043005,2018,Shaun Wilson,WILSSHA001,FALSE,30,1,25,0,,,
201811043005,2018,Damiere Byrd,BYRDDAM001,TRUE,5,,,,1,12,0
201811041118,2018,Brandon Powell,POWEBRA001,FALSE,11,2,43,0,,,
201811041118,2018,Luke Willson,WILLLUK001,FALSE,11,1,15,0,,,
201811041118,2018,Marcus Sherels,SHERMAR001,TRUE,18,,,,1,24,0
201811041118,2018,Brandon Zylstra,ZYLSBRA001,TRUE,18,1,15,0,,,
201811040232,2018,Justin Hardy,HARDJUS001,FALSE,2,,,,1,4,0
201811040232,2018,Greg Stroman,STROGRE001,TRUE,32,4,76,0,1,0,0
201811040232,2018,Kapri Bibbs,BIBBKAP001,TRUE,32,1,19,0,,,
201811041608,2018,Tremon Smith,SMITTRE002,FALSE,16,2,53,0,,,
201811041608,2018,Jabrill Peppers,PEPPJAB001,TRUE,8,,,,1,1,0
201811041608,2018,Dontrell Hilliard,HILLDON002,TRUE,8,1,16,0,,,
201811040604,2018,Tarik Cohen,COHETAR001,FALSE,6,,,,3,48,0
201811040604,2018,Micah Hyde,HYDEMIC001,TRUE,4,,,,2,13,0
201811042217,2018,Andre Roberts,ROBEAND001,FALSE,22,,,,2,17,0
201811042217,2018,Jakeem Grant,GRANJAK001,TRUE,17,,,,3,37,0
201811042217,2018,Senorise Perry,PERRSEN001,TRUE,17,1,24,0,,,
201811042628,2018,Desmond King,KINGDES001,FALSE,26,2,20,0,4,17,0
201811042628,2018,Tyler Lockett,LOCKTYL001,TRUE,28,1,34,0,3,4,0
201811042628,2018,Rashaad Penny,PENNRAS001,TRUE,28,2,35,0,,,
201811041310,2018,Tyler Ervin,ERVITYL001,FALSE,13,,,,2,16,0
201811041310,2018,Adam Jones,JONEADA001,TRUE,10,,,,5,12,0
201811041310,2018,River Cracraft,CRACRIV001,TRUE,10,,,,1,5,0
201811042920,2018,Blake Countess,COUNBLA001,FALSE,29,3,88,0,,,
201811042920,2018,Taysom Hill,HILLTAY001,TRUE,20,2,49,0,,,
201811041219,2018,Bashaud Breeland,BREEBAS001,FALSE,12,2,43,0,,,
201811041219,2018,Julian Edelman,EDELJUL001,TRUE,19,,,,1,0,0
201811041219,2018,Cordarrelle Patterson,PATTCOR001,TRUE,19,2,64,0,,,
201811053109,2018,Adoree' Jackson,JACKADO001,FALSE,31,,,,2,11,0
201811053109,2018,Darius Jennings,JENNDAR001,FALSE,31,1,23,0,,,
201811053109,2018,Cole Beasley,BEASCOL001,TRUE,9,,,,1,7,0
201811053109,2018,Deonte Thompson,THOMDEO001,TRUE,9,1,23,0,,,
201811080525,2018,Curtis Samuel,SAMUCUR001,FALSE,5,5,107,0,,,
201811080525,2018,Ryan Switzer,SWITRYA001,TRUE,25,1,10,0,1,10,0
201811111514,2018,Dede Westbrook,WESTDED001,FALSE,15,,,,1,1,0
201811111514,2018,DJ Chark,CHARDJA001,FALSE,15,3,108,0,,,
201811111514,2018,Chester Rogers,ROGECHE001,TRUE,14,,,,1,6,0
201811111514,2018,Jordan Wilkins,WILKJOR001,TRUE,14,1,7,0,,,
201811113230,2018,Danny Johnson,JOHNDAN003,FALSE,32,1,19,0,,,
201811113230,2018,Adam Humphries,HUMPADA001,TRUE,30,,,,1,8,0
201811111106,2018,T.J. Jones,JONETJA001,FALSE,11,3,61,0,1,11,0
201811111106,2018,Tarik Cohen,COHETAR001,TRUE,6,,,,1,18,0
201811111106,2018,Taquan Mizzell,MIZZTAQ001,TRUE,6,2,23,0,,,
201811112007,2018,Alvin Kamara,KAMAALV001,FALSE,20,,,,1,2,0
201811112007,2018,Alex Erickson,ERICALE001,TRUE,7,5,110,0,,,
201811112007,2018,Brandon Wilson,WILSBRA001,TRUE,7,1,-3,0,,,
201811110116,2018,Christian Kirk,KIRKCHR002,FALSE,1,,,,3,8,0
201811110116,2018,T.J. Logan,LOGATJA001,FALSE,1,3,89,0,,,
201811110116,2018,Tyreek Hill,HILLTYR001,TRUE,16,,,,2,0,0
201811110116,2018,Tremon Smith,SMITTRE002,TRUE,16,2,22,0,,,
201811110208,2018,Justin Hardy,HARDJUS001,FALSE,2,,,,1,5,0
201811110208,2018,Marvin Hall,HALLMAR002,FALSE,2,1,26,0,,,
201811110208,2018,Brian Hill,HILLBRI001,FALSE,2,1,16,0,,,
201811110208,2018,Jabrill Peppers,PEPPJAB001,TRUE,8,2,41,0,1,6,0
201811110208,2018,Dontrell Hilliard,HILLDON002,TRUE,8,1,20,0,,,
201811110208,2018,Jarvis Landry,LANDJAR001,TRUE,8,1,8,0,,,
201811111931,2018,Julian Edelman,EDELJUL001,FALSE,19,,,,2,30,0
201811111931,2018,Cordarrelle Patterson,PATTCOR001,FALSE,19,3,74,0,,,
201811111931,2018,Adoree' Jackson,JACKADO001,TRUE,31,,,,3,42,0
201811111931,2018,Darius Jennings,JENNDAR001,TRUE,31,2,78,0,,,
201811110422,2018,Isaiah McKenzie,MCKEISA001,FALSE,4,1,33,0,4,42,0
201811110422,2018,Micah Hyde,HYDEMIC001,FALSE,4,,,,1,17,0
201811110422,2018,Andre Roberts,ROBEAND001,TRUE,22,5,132,0,1,15,0
201811110422,2018,Eric Tomlinson,TOMLERI001,TRUE,22,1,10,0,,,
201811112623,2018,Travis Benjamin,BENJTRA001,FALSE,26,,,,2,15,0
201811112623,2018,Desmond King,KINGDES001,FALSE,26,2,41,0,,,
201811112623,2018,Dwayne Harris,HARRDWA001,TRUE,23,5,96,0,3,8,0
201811111712,2018,Jakeem Grant,GRANJAK001,FALSE,17,4,83,0,,,
201811111712,2018,Senorise Perry,PERRSEN001,FALSE,17,1,14,0,,,
201811111712,2018,Tramon Williams,WILLTRA001,TRUE,12,,,,1,19,0
201811111712,2018,Bashaud Breeland,BREEBAS001,TRUE,12,1,19,0,,,
201811111712,2018,Lucas Patrick,PATRLUC001,TRUE,12,1,15,0,,,
201811112829,2018,Tyler Lockett,LOCKTYL001,FALSE,28,1,21,0,1,9,0
201811112829,2018,Jojo Natson,NATSJOJ001,TRUE,29,1,12,0,2,22,0
201811112829,2018,Blake Countess,COUNBLA001,TRUE,29,1,19,0,,,
201811110924,2018,Cole Beasley,BEASCOL001,FALSE,9,,,,1,0,0
201811110924,2018,Golden Tate,TATEGOL001,TRUE,24,,,,2,11,0
201811110924,2018,Corey Clement,CLEMCOR001,TRUE,24,4,93,0,,,
201811122127,2018,Quadree Henderson,HENDQUA001,FALSE,21,,,,1,7,0
201811122127,2018,Corey Coleman,COLECOR001,FALSE,21,3,92,0,,,
201811122127,2018,Scott Simonson,SIMOSCO001,FALSE,21,1,12,0,,,
201811122127,2018,Richie James,JAMERIC001,TRUE,27,,,,1,23,0
201811122127,2018,Dante Pettis,PETTDAN001,TRUE,27,,,,1,1,0
201811151228,2018,Trevor Davis,DAVITRE001,FALSE,12,1,20,0,3,31,0
201811151228,2018,Tyler Lockett,LOCKTYL001,TRUE,28,2,47,0,,,
201811180703,2018,Alex Erickson,ERICALE001,FALSE,7,2,35,0,2,46,0
201811180703,2018,Cyrus Jones,JONECYR001,TRUE,3,,,,2,14,0
201811180703,2018,Chris Moore,MOORCHR001,TRUE,3,4,67,0,,,
201811183021,2018,Adam Humphries,HUMPADA001,FALSE,30,,,,1,10,0
201811183021,2018,Dare Ogunbowale,OGUNDAR001,FALSE,30,7,137,0,,,
201811183021,2018,Quadree Henderson,HENDQUA001,TRUE,21,,,,1,5,0
201811183021,2018,Corey Coleman,COLECOR001,TRUE,21,5,134,0,,,
201811183021,2018,Michael Thomas,THOMMIC001,TRUE,21,1,4,0,,,
201811180902,2018,Justin Hardy,HARDJUS001,TRUE,2,,,,3,16,0
201811180902,2018,Marvin Hall,HALLMAR002,TRUE,2,2,32,0,,,
201811183114,2018,Chester Rogers,ROGECHE001,TRUE,14,,,,3,65,0
201811183114,2018,Zach Pascal,PASCZAC001,TRUE,14,1,19,0,,,
201811181332,2018,DeAndre Carter,CARTDEA001,FALSE,13,1,18,0,1,16,0
201811181332,2018,Danny Johnson,JOHNDAN003,TRUE,32,4,78,0,,,
201811182515,2018,Ryan Switzer,SWITRYA001,FALSE,25,2,44,0,3,13,0
201811182515,2018,Dede Westbrook,WESTDED001,TRUE,15,1,16,0,2,36,0
201811182515,2018,Blake Bell,BELLBLA001,TRUE,15,1,9,0,,,
201811180511,2018,Damiere Byrd,BYRDDAM001,FALSE,5,2,34,0,1,-1,0
201811180511,2018,T.J. Jones,JONETJA001,TRUE,11,,,,1,10,0
201811180511,2018,Luke Willson,WILLLUK001,TRUE,11,1,20,0,,,
201811182301,2018,Dwayne Harris,HARRDWA001,FALSE,23,2,53,0,2,28,0
201811182301,2018,Jalen Richard,RICHJAL001,FALSE,23,,,,2,3,0
201811182301,2018,Christian Kirk,KIRKCHR002,TRUE,1,,,,4,38,0
201811182301,2018,T.J. Logan,LOGATJA001,TRUE,1,1,32,0,,,
201811181026,2018,Devontae Booker,BOOKDEV001,FALSE,10,2,38,0,,,
201811181026,2018,Adam Jones,JONEADA001,FALSE,10,1,16,0,,,
201811181026,2018,Matt LaCosse,LACOMAT001,FALSE,10,1,10,0,,,
201811181026,2018,Travis Benjamin,BENJTRA001,TRUE,26,,,,1,2,0
201811181026,2018,Desmond King,KINGDES001,TRUE,26,3,70,0,,,
201811182420,2018,Golden Tate,TATEGOL001,FALSE,24,,,,1,-2,0
201811182420,2018,Corey Clement,CLEMCOR001,FALSE,24,4,114,0,,,
201811182420,2018,Taysom Hill,HILLTAY001,TRUE,20,,,,1,0,0
201811182420,2018,Alvin Kamara,KAMAALV001,TRUE,20,,,,1,13,0
201811181806,2018,Marcus Sherels,SHERMAR001,FALSE,18,,,,1,10,0
201811181806,2018,Ameer Abdullah,ABDUAME001,FALSE,18,2,57,0,,,
201811181806,2018,Tarik Cohen,COHETAR001,TRUE,6,1,22,0,1,11,0
201811181806,2018,Taquan Mizzell,MIZZTAQ001,TRUE,6,1,20,0,,,
201811191629,2018,Tyreek Hill,HILLTYR001,FALSE,16,,,,3,22,0
201811191629,2018,Tremon Smith,SMITTRE002,FALSE,16,7,207,0,,,
201811191629,2018,Jojo Natson,NATSJOJ001,TRUE,29,,,,1,-3,0
201811191629,2018,Pharoh Cooper,COOPPHA001,TRUE,29,4,78,0,,,
201811220611,2018,Tarik Cohen,COHETAR001,FALSE,6,,,,4,46,0
201811220611,2018,Taquan Mizzell,MIZZTAQ001,FALSE,6,1,17,0,,,
201811220611,2018,T.J. Jones,JONETJA001,TRUE,11,,,,3,25,0
201811223209,2018,Trey Quinn,QUINTRE001,FALSE,32,,,,2,40,0
201811223209,2018,Danny Johnson,JOHNDAN003,FALSE,32,1,44,0,,,
201811223209,2018,Jourdan Lewis,LEWIJOU001,TRUE,9,1,19,0,,,
201811220220,2018,Marvin Hall,HALLMAR002,FALSE,2,3,105,0,,,
201811220220,2018,Alvin Kamara,KAMAALV001,TRUE,20,,,,1,7,0
201811220220,2018,Taysom Hill,HILLTAY001,TRUE,20,1,32,0,,,
201811252730,2018,Richie James,JAMERIC001,FALSE,27,3,44,0,2,6,0
201811252730,2018,Adam Humphries,HUMPADA001,TRUE,30,,,,1,6,0
201811252805,2018,Damiere Byrd,BYRDDAM001,TRUE,5,,,,2,19,0
201811252805,2018,D.J. Moore,MOORDJA002,TRUE,5,3,75,0,,,
201811250807,2018,Antonio Callaway,CALLANT001,FALSE,8,1,8,0,1,6,0
201811250807,2018,Jabrill Peppers,PEPPJAB001,FALSE,8,,,,1,0,0
201811250807,2018,Dontrell Hilliard,HILLDON002,FALSE,8,1,25,0,,,
201811250807,2018,Alex Erickson,ERICALE001,TRUE,7,2,49,0,3,57,0
201811252124,2018,Odell Beckham,BECKODE001,FALSE,21,,,,1,16,0
201811252124,2018,Quadree Henderson,HENDQUA001,FALSE,21,,,,1,9,0
201811252124,2018,Corey Coleman,COLECOR001,FALSE,21,3,101,0,,,
201811252124,2018,Golden Tate,TATEGOL001,TRUE,24,,,,2,4,0
201811252124,2018,Corey Clement,CLEMCOR001,TRUE,24,2,51,0,,,
201811252303,2018,Dwayne Harris,HARRDWA001,FALSE,23,2,44,0,1,-3,0
201811252303,2018,Cyrus Jones,JONECYR001,TRUE,3,,,,4,79,1
201811252303,2018,Chris Moore,MOORCHR001,TRUE,3,2,59,0,,,
201811251922,2018,Julian Edelman,EDELJUL001,FALSE,19,,,,2,0,0
201811251922,2018,James Develin,DEVEJAM001,FALSE,19,1,15,0,,,
201811251922,2018,Andre Roberts,ROBEAND001,TRUE,22,2,52,0,1,1,0
201811251504,2018,Dede Westbrook,WESTDED001,FALSE,15,,,,2,33,0
201811251504,2018,Rashad Greene,GREERAS001,FALSE,15,3,62,0,,,
201811251504,2018,Isaiah McKenzie,MCKEISA001,TRUE,4,2,43,0,3,13,0
201811251504,2018,Logan Thomas,THOMLOG001,TRUE,4,1,23,0,,,
201811250126,2018,Christian Kirk,KIRKCHR002,FALSE,1,,,,1,26,0
201811250126,2018,T.J. Logan,LOGATJA001,FALSE,1,5,126,0,,,
201811250126,2018,Chase Edmonds,EDMOCHA001,FALSE,1,1,13,0,,,
201811250126,2018,Desmond King,KINGDES001,TRUE,26,3,87,0,2,28,0
201811252510,2018,Ryan Switzer,SWITRYA001,FALSE,25,,,,3,6,0
201811252510,2018,River Cracraft,CRACRIV001,TRUE,10,,,,1,6,0
201811251714,2018,Jerome Baker,BAKEJER002,FALSE,17,,,,1,0,0
201811251714,2018,Senorise Perry,PERRSEN001,FALSE,17,1,12,0,,,
201811251714,2018,Chester Rogers,ROGECHE001,TRUE,14,,,,3,14,0
201811251218,2018,Tramon Williams,WILLTRA001,FALSE,12,,,,2,23,0
201811251218,2018,Trevor Davis,DAVITRE001,FALSE,12,,,,1,13,0
201811251218,2018,Jamaal Williams,WILLJAM011,FALSE,12,1,23,0,,,
201811251218,2018,Marcus Sherels,SHERMAR001,TRUE,18,,,,2,20,0
201811263113,2018,Adoree' Jackson,JACKADO001,FALSE,31,,,,2,19,0
201811263113,2018,Darius Jennings,JENNDAR001,FALSE,31,2,56,0,,,
201811263113,2018,DeAndre Carter,CARTDEA001,TRUE,13,1,30,0,3,37,0
201811292009,2018,Alvin Kamara,KAMAALV001,FALSE,20,,,,3,17,0
201811292009,2018,Taysom Hill,HILLTAY001,FALSE,20,2,47,0,,,
201811292009,2018,Cole Beasley,BEASCOL001,TRUE,9,,,,1,8,0
201812020417,2018,Isaiah McKenzie,MCKEISA001,FALSE,4,2,31,0,1,0,0
201812020417,2018,Kenny Stills,STILKEN002,TRUE,17,,,,2,6,0
201812020417,2018,Durham Smythe,SMYTDUR001,TRUE,17,1,0,0,,,
201812020621,2018,Tarik Cohen,COHETAR001,FALSE,6,,,,2,16,0
201812020621,2018,Taquan Mizzell,MIZZTAQ001,FALSE,6,2,24,0,,,
201812020621,2018,Jawill Davis,DAVIJAW001,TRUE,21,,,,3,36,0
201812020621,2018,Corey Coleman,COLECOR001,TRUE,21,3,56,0,,,
201812020530,2018,Kenjon Barner,BARNKEN001,FALSE,5,2,35,0,3,6,0
201812020530,2018,Adam Humphries,HUMPADA001,TRUE,30,,,,1,0,0
201812020813,2018,Dontrell Hilliard,HILLDON002,FALSE,8,3,68,0,,,
201812020813,2018,Orson Charles,CHARORS001,FALSE,8,1,12,0,,,
201812020813,2018,Jabrill Peppers,PEPPJAB001,FALSE,8,1,27,0,,,
201812020813,2018,DeAndre Carter,CARTDEA001,TRUE,13,1,23,0,1,0,0
201812021007,2018,River Cracraft,CRACRIV001,FALSE,10,,,,3,6,0
201812021007,2018,Alex Erickson,ERICALE001,TRUE,7,1,29,0,2,4,0
201812022911,2018,Jojo Natson,NATSJOJ001,FALSE,29,,,,3,18,0
201812022911,2018,Pharoh Cooper,COOPPHA001,FALSE,29,2,52,0,,,
201812020112,2018,Christian Kirk,KIRKCHR002,FALSE,1,,,,3,14,0
201812020112,2018,Jaire Alexander,ALEXJAI001,TRUE,12,,,,2,25,0
201812020112,2018,Jamaal Williams,WILLJAM011,TRUE,12,3,72,0,,,
201812020302,2018,Cyrus Jones,JONECYR001,FALSE,3,1,12,0,1,4,0
201812020302,2018,Chris Moore,MOORCHR001,FALSE,3,1,24,0,,,
201812020302,2018,Justin Hardy,HARDJUS001,TRUE,2,,,,1,18,0
201812021415,2018,Chester Rogers,ROGECHE001,FALSE,14,,,,2,13,0
201812021415,2018,Rashad Greene,GREERAS001,TRUE,15,,,,1,8,0
201812021623,2018,Tremon Smith,SMITTRE002,FALSE,16,4,75,0,,,
201812021623,2018,Chris Conley,CONLCHR001,FALSE,16,1,5,0,,,
201812021623,2018,Dwayne Harris,HARRDWA001,TRUE,23,3,66,0,,,
201812022231,2018,Andre Roberts,ROBEAND001,FALSE,22,2,82,0,1,4,0
201812022231,2018,Darius Jennings,JENNDAR001,TRUE,31,1,35,0,,,
201812021819,2018,Marcus Sherels,SHERMAR001,FALSE,18,,,,1,4,0
201812021819,2018,Ameer Abdullah,ABDUAME001,FALSE,18,2,61,0,,,
201812021819,2018,Julian Edelman,EDELJUL001,TRUE,19,,,,3,29,0
201812021819,2018,Cordarrelle Patterson,PATTCOR001,TRUE,19,2,55,0,,,
201812022728,2018,Richie James,JAMERIC001,FALSE,27,4,109,0,2,2,0
201812022728,2018,Trent Taylor,TAYLTRE001,FALSE,27,,,,1,11,0
201812022728,2018,Tyler Lockett,LOCKTYL001,TRUE,28,2,111,0,1,-4,0
201812022625,2018,Desmond King,KINGDES001,FALSE,26,1,21,0,1,73,1
201812022625,2018,Ryan Switzer,SWITRYA001,TRUE,25,3,47,0,1,9,0
201812022625,2018,Jaylen Samuels,SAMUJAY001,TRUE,25,,,,1,0,0
201812033224,2018,Greg Stroman,STROGRE001,FALSE,32,,,,1,1,0
201812033224,2018,Darren Sproles,SPRODAR001,TRUE,24,,,,3,19,0
201812033224,2018,Corey Clement,CLEMCOR001,TRUE,24,1,22,0,,,
201812061531,2018,Quenton Meeks,MEEKQUE001,FALSE,15,,,,1,1,0
201812061531,2018,Dede Westbrook,WESTDED001,FALSE,15,,,,1,-1,0
201812061531,2018,Rashad Greene,GREERAS001,FALSE,15,2,43,0,,,
201812061531,2018,Donte Moncrief,MONCDON001,FALSE,15,1,7,0,,,
201812061531,2018,Cameron Batson,BATSCAM001,TRUE,31,,,,2,4,0
201812061531,2018,Adoree' Jackson,JACKADO001,TRUE,31,,,,1,8,0
201812061531,2018,Darius Jennings,JENNDAR001,TRUE,31,1,29,0,,,
201812090212,2018,Justin Hardy,HARDJUS001,FALSE,2,,,,1,14,0
201812090212,2018,Marvin Hall,HALLMAR002,FALSE,2,5,109,0,,,
201812090212,2018,Jaire Alexander,ALEXJAI001,TRUE,12,,,,2,0,0
201812090212,2018,J'Mon Moore,MOORJ'M001,TRUE,12,1,26,0,,,
201812091917,2018,Julian Edelman,EDELJUL001,FALSE,19,,,,2,7,0
201812091917,2018,Cordarrelle Patterson,PATTCOR001,FALSE,19,1,30,0,,,
201812091917,2018,Danny Amendola,AMENDAN001,TRUE,17,,,,3,16,0
201812091917,2018,Kalen Ballage,BALLKAL001,TRUE,17,1,16,0,,,
201812091917,2018,Kenyan Drake,DRAKKEN001,TRUE,17,1,22,0,,,
201812091413,2018,Chester Rogers,ROGECHE001,FALSE,14,1,10,0,5,47,0
201812091413,2018,DeAndre Carter,CARTDEA001,TRUE,13,,,,1,12,0
201812091413,2018,Tyrann Mathieu,MATHTYR001,TRUE,13,,,,1,6,0
201812090316,2018,Cyrus Jones,JONECYR001,FALSE,3,,,,1,55,0
201812090316,2018,Chris Moore,MOORCHR001,FALSE,3,1,30,0,,,
201812090316,2018,Tyreek Hill,HILLTYR001,TRUE,16,,,,2,13,0
201812092030,2018,Tommylee Lewis,LEWITOM001,FALSE,20,,,,2,29,0
201812092030,2018,Alvin Kamara,KAMAALV001,FALSE,20,3,76,0,,,
201812092030,2018,Adam Humphries,HUMPADA001,TRUE,30,,,,1,10,0
201812092030,2018,Jesus Wilson,WILSBOB003,TRUE,30,2,44,0,,,
201812092204,2018,Andre Roberts,ROBEAND001,FALSE,22,5,176,0,,,
201812092204,2018,Chris Herndon,HERNCHR001,FALSE,22,1,10,0,,,
201812092204,2018,Micah Hyde,HYDEMIC001,TRUE,4,,,,1,4,0
201812092204,2018,Isaiah McKenzie,MCKEISA001,TRUE,4,5,101,0,,,
201812092132,2018,Jawill Davis,DAVIJAW001,FALSE,21,,,,5,51,0
201812092132,2018,Greg Stroman,STROGRE001,TRUE,32,,,,2,-2,0
201812092132,2018,Danny Johnson,JOHNDAN003,TRUE,32,2,58,0,,,
201812090508,2018,Kenjon Barner,BARNKEN001,FALSE,5,2,50,0,1,6,0
201812090508,2018,Jabrill Peppers,PEPPJAB001,TRUE,8,,,,1,19,0
201812090508,2018,Tanner Vallejo,VALLTAN001,TRUE,8,1,2,0,,,
201812091027,2018,River Cracraft,CRACRIV001,FALSE,10,1,0,0,3,20,0
201812091027,2018,Brendan Langley,LANGBRE001,FALSE,10,3,44,0,,,
201812091027,2018,Devontae Booker,BOOKDEV001,FALSE,10,1,22,0,,,
201812091027,2018,Trent Taylor,TAYLTRE001,TRUE,27,,,,2,26,0
201812091027,2018,Richie James,JAMERIC001,TRUE,27,3,46,0,1,0,0
201812090726,2018,Alex Erickson,ERICALE001,FALSE,7,6,121,0,2,23,0
201812090726,2018,Desmond King,KINGDES001,TRUE,26,2,66,0,1,0,0
201812090726,2018,Travis Benjamin,BENJTRA001,TRUE,26,1,17,0,,,
201812092409,2018,Darren Sproles,SPRODAR001,FALSE,24,,,,1,9,0
201812092409,2018,Corey Clement,CLEMCOR001,FALSE,24,1,36,0,,,
201812092409,2018,Cole Beasley,BEASCOL001,TRUE,9,1,8,0,2,14,0
201812092409,2018,Jourdan Lewis,LEWIJOU001,TRUE,9,1,19,0,,,
